doc_id,ticker,form,doc_type,doc_role,filing_date,n_chars,n_words,alpha_ratio,mean_word_len,fragment_rate,n_tables,n_sections,xbrl_leak,entity_residue,toc_residue,near_empty,short_exhibit,size_outlier,low_alpha,odd_word_len,fragmented,warnings
7adeea28b677f626,NVDA,8-K,8-K,primary,2025-11-19,4166,689,0.705,4.98,0.0303,5,0,False,False,False,False,False,False,False,False,False,
4dba071649548d95,NVDA,8-K,EX-99.1,exhibit,2025-11-19,32926,7043,0.495,3.38,0.0139,11,0,False,False,False,False,False,False,True,True,False,
747f83a57f172604,NVDA,8-K,EX-99.2,exhibit,2025-11-19,20950,4432,0.528,3.51,0.0153,9,0,False,False,False,False,False,False,False,False,False,
2d948c5032770a3d,NVDA,10-Q,10-Q,primary,2025-08-27,153268,28718,0.641,4.17,0.0087,50,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:100
534769a540ef6278,NVDA,8-K,8-K,primary,2025-08-27,4154,689,0.704,4.97,0.0303,5,0,False,False,False,False,False,False,False,False,False,
61c1f46e542822b6,NVDA,8-K,EX-99.1,exhibit,2025-08-27,33686,7296,0.487,3.32,0.0104,11,0,False,False,False,False,False,False,True,True,False,
79cadd50e1707bd7,NVDA,8-K,EX-99.2,exhibit,2025-08-27,23386,4918,0.534,3.54,0.0133,9,0,False,False,False,False,False,False,False,False,False,
7f0609e96ed77c78,NVDA,8-K,8-K,primary,2025-08-05,3077,500,0.705,5.08,0.0268,4,0,False,False,False,False,False,False,False,False,False,
7757399ecd737d82,NVDA,8-K,8-K,primary,2025-07-01,8391,1505,0.592,4.52,0.0294,24,0,False,False,False,False,False,False,False,False,False,
be8956e1f692424f,NVDA,10-Q,10-Q,primary,2025-05-28,148206,26631,0.678,4.43,0.0085,50,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:93
8d340e8ca80e02fc,NVDA,8-K,8-K,primary,2025-05-28,4142,689,0.703,4.95,0.0303,5,0,False,False,False,False,False,False,False,False,False,
72deabd8f0e392af,NVDA,8-K,EX-99.1,exhibit,2025-05-28,29755,5952,0.569,3.77,0.0119,11,0,False,False,False,False,False,False,False,False,False,
93c9f5eec4dfe724,NVDA,8-K,EX-99.2,exhibit,2025-05-28,22718,4455,0.598,3.93,0.0144,10,0,False,False,False,False,False,False,False,False,False,
ea667cfc3d99e553,NVDA,8-K,8-K,primary,2025-04-15,5066,803,0.746,5.26,0.0254,4,0,False,False,False,False,False,False,False,False,False,
26ba2fd95da51f78,NVDA,8-K,8-K,primary,2025-03-07,5144,847,0.705,5.0,0.0227,6,0,False,False,False,False,False,False,False,False,False,
c1831901f38120a8,NVDA,10-K,10-K,primary,2025-02-26,371850,62485,0.729,4.85,0.0077,68,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:252
de80006e9b924c95,NVDA,8-K,8-K,primary,2025-02-26,4209,697,0.706,4.98,0.0299,5,0,False,False,False,False,False,False,False,False,False,
4684955baeb981e1,NVDA,8-K,EX-99.1,exhibit,2025-02-26,32803,7241,0.47,3.22,0.0137,13,0,False,False,False,False,False,False,True,True,False,
e88e02e4fd592b14,NVDA,8-K,EX-99.2,exhibit,2025-02-26,24218,5098,0.527,3.54,0.0181,13,0,False,False,False,False,False,False,False,False,False,
958071bcd24ffe67,NVDA,8-K,8-K,primary,2025-01-17,7686,1192,0.762,5.41,0.0208,4,0,False,False,False,False,False,False,False,False,False,
0e228af3f6468dfd,NVDA,10-Q,10-Q,primary,2024-11-20,161087,30574,0.639,4.1,0.008,53,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:101
e863ea7648ca3be7,NVDA,8-K,8-K,primary,2024-11-20,4167,689,0.705,4.98,0.0303,5,0,False,False,False,False,False,False,False,False,False,
13556fadad44b138,NVDA,8-K,EX-99.1,exhibit,2024-11-20,30931,6847,0.47,3.2,0.0127,11,0,False,False,False,False,False,False,True,True,False,
1f8f3ac6e4bde185,NVDA,8-K,EX-99.2,exhibit,2024-11-20,21277,4439,0.538,3.57,0.0162,9,0,False,False,False,False,False,False,False,False,False,
265a07987ae8a907,NVDA,8-K,8-K,primary,2024-11-07,3924,650,0.711,4.98,0.0255,4,0,False,False,False,False,False,False,False,False,False,
b22ad62da51c6864,NVDA,10-Q,10-Q,primary,2024-08-28,166943,31670,0.641,4.1,0.0083,53,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:100
efc40d069cce85c9,NVDA,8-K,8-K,primary,2024-08-28,4154,689,0.704,4.97,0.0303,5,0,False,False,False,False,False,False,False,False,False,
cc56c2650035eb3b,NVDA,8-K,EX-99.1,exhibit,2024-08-28,31851,7020,0.478,3.23,0.0105,11,0,False,False,False,False,False,False,True,True,False,
f8b4c5b94785cc82,NVDA,8-K,EX-99.2,exhibit,2024-08-28,21550,4484,0.545,3.59,0.0142,9,0,False,False,False,False,False,False,False,False,False,
d6516c2e457d966d,NVDA,8-K,8-K,primary,2024-07-02,7364,1328,0.612,4.5,0.0308,18,0,False,False,False,False,False,False,False,False,False,
5bb519728514a404,NVDA,8-K,8-K,primary,2024-06-07,3668,612,0.701,4.93,0.0342,5,0,False,False,False,False,False,False,False,False,False,
5126d6ef768d7d88,NVDA,10-Q,10-Q,primary,2024-05-29,151900,27834,0.67,4.31,0.0084,52,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:96
4e0ba5b3fe8e98a9,NVDA,8-K,8-K,primary,2024-05-22,5227,876,0.711,4.91,0.0233,5,0,False,False,False,False,False,False,False,False,False,
dcc656b9e3b04118,NVDA,8-K,EX-99.1,exhibit,2024-05-22,27034,5486,0.562,3.68,0.0098,11,0,False,False,False,False,False,False,False,False,False,
a9682263b9182414,NVDA,8-K,EX-99.2,exhibit,2024-05-22,19506,3844,0.595,3.9,0.0143,9,0,False,False,False,False,False,False,False,False,False,
ec39af67c805cfa5,NVDA,8-K,8-K,primary,2024-03-14,6714,1094,0.729,5.08,0.0167,6,0,False,False,False,False,False,False,False,False,False,
e6d83ada1bcda932,NVDA,10-K,10-K,primary,2024-02-21,363126,61203,0.729,4.83,0.0073,66,20,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:252
8ecb4b286f7c1864,NVDA,8-K,8-K,primary,2024-02-21,4207,697,0.705,4.97,0.0299,5,0,False,False,False,False,False,False,False,False,False,
ceac86f2eded33bc,NVDA,8-K,EX-99.1,exhibit,2024-02-21,32338,7153,0.474,3.22,0.0108,13,0,False,False,False,False,False,False,True,True,False,
549cbadcc5f0db54,NVDA,8-K,EX-99.2,exhibit,2024-02-21,24615,5116,0.546,3.61,0.0168,13,0,False,False,False,False,False,False,False,False,False,
d6d4cc4d67ced84e,NVDA,10-Q,10-Q,primary,2023-11-21,175472,32649,0.655,4.21,0.007,50,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:109
9aae5800ae62c08b,NVDA,8-K,8-K,primary,2023-11-21,4165,689,0.704,4.98,0.0303,5,0,False,False,False,False,False,False,False,False,False,
70ff7ad9ad52b68c,NVDA,8-K,EX-99.1,exhibit,2023-11-21,31736,6976,0.483,3.24,0.0119,11,0,False,False,False,False,False,False,True,True,False,
7a76adc6533ebb92,NVDA,8-K,EX-99.2,exhibit,2023-11-21,23863,4828,0.57,3.73,0.0135,9,0,False,False,False,False,False,False,False,False,False,
e71d5224dc677c31,NVDA,8-K,8-K,primary,2023-10-24,5125,796,0.75,5.4,0.0255,4,0,False,False,False,False,False,False,False,False,False,
d511cd100187d7d0,NVDA,8-K,8-K,primary,2023-10-17,6890,1075,0.764,5.37,0.0172,4,0,False,False,False,False,False,False,False,False,False,
d8cba61081e92111,NVDA,10-Q,10-Q,primary,2023-08-28,167022,31343,0.648,4.16,0.0069,50,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:108
06dc9c44c8f63e56,NVDA,8-K,8-K,primary,2023-08-23,4152,689,0.704,4.96,0.0303,5,0,False,False,False,False,False,False,False,False,False,
82f9893d5194f34d,NVDA,8-K,EX-99.1,exhibit,2023-08-23,33158,7302,0.487,3.24,0.0091,11,0,False,False,False,False,False,False,True,True,False,
7f9204b1e3715908,NVDA,8-K,EX-99.2,exhibit,2023-08-23,20811,4411,0.533,3.48,0.0156,9,0,False,False,False,False,False,False,False,True,False,
aea8e413b9ec26e5,NVDA,8-K,8-K,primary,2023-07-24,3928,656,0.705,4.93,0.0255,4,0,False,False,False,False,False,False,False,False,False,
785340c8971d2a4d,NVDA,8-K,8-K,primary,2023-06-27,7406,1349,0.601,4.44,0.0335,20,0,False,False,False,False,False,False,False,False,False,
211568aaf7011711,NVDA,10-Q,10-Q,primary,2023-05-26,153884,27554,0.688,4.45,0.0074,47,8,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:62
cdf683f24b996a62,NVDA,8-K,8-K,primary,2023-05-24,4141,689,0.703,4.95,0.0303,5,0,False,False,False,False,False,False,False,False,False,
75a164f34c2eca64,NVDA,8-K,EX-99.1,exhibit,2023-05-24,25477,5266,0.549,3.58,0.0098,10,0,False,False,False,False,False,False,False,False,False,
23c20e60b576b96d,NVDA,8-K,EX-99.2,exhibit,2023-05-24,21021,4218,0.583,3.81,0.0145,12,0,False,False,False,False,False,False,False,False,False,
89dc9fb48c46126c,NVDA,8-K,8-K,primary,2023-03-08,8060,1297,0.743,5.16,0.0145,6,0,False,False,False,False,False,False,False,False,False,
4ac2f7a217f809d5,NVDA,10-K,10-K,primary,2023-02-24,342158,57983,0.722,4.79,0.007,66,18,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:271
5aa185742058ada5,NVDA,8-K,8-K,primary,2023-02-22,4207,697,0.705,4.97,0.0299,5,0,False,False,False,False,False,False,False,False,False,
1ee279dbfb3fab08,NVDA,8-K,EX-99.1,exhibit,2023-02-22,33047,7287,0.484,3.23,0.0104,12,0,False,False,False,False,False,False,True,True,False,
7f9388b6adeecad8,NVDA,8-K,EX-99.2,exhibit,2023-02-22,28080,5941,0.532,3.53,0.0151,17,0,False,False,False,False,False,False,False,False,False,
022f587ea12ebc88,PG,10-K,10-K,primary,2026-08-04,339140,59221,0.694,4.61,0.01,89,21,False,False,False,False,False,False,False,False,False,
3578db37f9bd6002,PG,10-K,EX-99.1,exhibit,2026-08-04,271,41,0.745,5.59,0.0,0,0,False,False,False,False,True,True,False,False,False,
7441c2e85f4001f5,PG,8-K,8-K,primary,2026-07-29,3990,746,0.628,4.29,0.0376,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
9f1bbdb37c5d2c6c,PG,8-K,EX-99.1,exhibit,2026-07-29,29353,4626,0.736,5.34,0.007,0,0,False,False,False,False,False,False,False,False,False,
beaba7f545fafb77,PG,8-K,8-K,primary,2026-07-29,4957,886,0.661,4.55,0.0281,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
94b5802cc25a270a,PG,8-K,EX-99.1,exhibit,2026-07-29,9102,1276,0.789,6.11,0.034,1,0,False,False,False,False,False,False,False,False,False,
5cd4234ef23f5bfc,PG,8-K,8-K,primary,2026-07-29,3964,767,0.603,4.12,0.0351,8,0,False,False,False,False,False,False,False,False,False,
87411f4c6887cdb6,PG,8-K,EX-99.1,exhibit,2026-07-29,49449,10149,0.562,3.64,0.0115,21,0,False,False,False,False,False,False,False,False,False,
d7dadef6dc74ad4e,PG,8-K,8-K,primary,2026-07-14,4131,775,0.632,4.28,0.0356,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
4f288141d975e9a9,PG,8-K,EX-99.1,exhibit,2026-07-14,1726,286,0.693,4.95,0.088,1,0,False,False,False,False,False,False,False,False,True,
d1adb4f6529ec9f8,PG,10-Q,10-Q,primary,2026-04-24,153588,29619,0.622,4.0,0.0069,57,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
4159b50d429feaab,PG,8-K,8-K,primary,2026-04-24,3973,742,0.629,4.3,0.0378,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
a12bc946f9671c61,PG,8-K,EX-99.1,exhibit,2026-04-24,22914,3506,0.76,5.53,0.003,0,0,False,False,False,False,False,False,False,False,False,
d9300b26b3f504da,PG,8-K,8-K,primary,2026-04-24,3969,767,0.603,4.13,0.0351,8,0,False,False,False,False,False,False,False,False,False,
8d678643c6863b64,PG,8-K,EX-99.1,exhibit,2026-04-24,39101,7357,0.637,4.15,0.0116,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
5a648c4bce53aa81,PG,8-K,8-K,primary,2026-04-14,4135,775,0.632,4.29,0.0356,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
e4f9ba2be60ce503,PG,8-K,EX-99.1,exhibit,2026-04-14,1824,300,0.701,5.0,0.0833,1,0,False,False,False,False,False,False,False,False,True,
7609066c47ef4ee5,PG,10-Q,10-Q,primary,2026-01-23,151068,29050,0.623,4.02,0.0068,57,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:10
b8d4a51121bf8b94,PG,8-K,8-K,primary,2026-01-22,3984,742,0.63,4.31,0.0378,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
244d5a7efdeaf289,PG,8-K,EX-99.1,exhibit,2026-01-22,21471,3292,0.761,5.52,0.0032,0,0,False,False,False,False,False,False,False,False,False,
7ea5402f0d68a11c,PG,8-K,8-K,primary,2026-01-22,3980,767,0.605,4.14,0.0351,8,0,False,False,False,False,False,False,False,False,False,
a66a0fc401255156,PG,8-K,EX-99.1,exhibit,2026-01-22,37111,6957,0.636,4.18,0.0111,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
b13e4fd9edc7d159,PG,8-K,8-K,primary,2026-01-13,4154,775,0.634,4.31,0.0356,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
075ef51fadacfdba,PG,8-K,EX-99.1,exhibit,2026-01-13,1755,291,0.69,4.95,0.088,2,0,False,False,False,False,False,False,False,False,True,
859ad9ee680033e3,PG,8-K,8-K,primary,2025-12-15,3438,639,0.626,4.33,0.0347,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
a3910b928a00c093,PG,8-K,8-K,primary,2025-11-04,5007,948,0.611,4.18,0.0294,10,0,False,False,False,False,False,False,False,False,False,
89d32612600b861e,PG,8-K,8-K,primary,2025-11-03,5830,1064,0.626,4.39,0.037,8,0,False,False,False,False,False,False,False,False,False,
51d755f8ceba5e15,PG,10-Q,10-Q,primary,2025-10-24,116737,21465,0.656,4.28,0.0077,48,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
7ebbf67a0c741e0b,PG,8-K,8-K,primary,2025-10-24,3880,715,0.638,4.37,0.0385,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
68c043b63718b667,PG,8-K,EX-99.1,exhibit,2025-10-24,25910,4081,0.741,5.34,0.0079,0,0,False,False,False,False,False,False,False,False,False,
9b252bf7b783846e,PG,8-K,8-K,primary,2025-10-24,3901,747,0.61,4.18,0.0356,8,0,False,False,False,False,False,False,False,False,False,
9d12899f67ff94ac,PG,8-K,EX-99.1,exhibit,2025-10-24,37903,7131,0.636,4.16,0.0119,17,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
2d9c4015c5e480fc,PG,8-K,8-K,primary,2025-10-16,7664,1348,0.578,4.64,0.0331,10,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
7b0712d99b2621b9,PG,8-K,8-K,primary,2025-10-14,4283,785,0.648,4.41,0.0342,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
0c85bbf98021a870,PG,8-K,EX-99.1,exhibit,2025-10-14,2758,435,0.737,5.29,0.0884,2,0,False,False,False,False,False,False,False,False,True,
fa44257bc5b42565,PG,8-K,8-K,primary,2025-08-14,3722,677,0.649,4.45,0.0312,4,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
b37cc08c5863831a,PG,10-K,10-K,primary,2025-08-04,334781,58243,0.697,4.63,0.0107,88,21,False,False,False,False,False,False,False,False,False,
1dd2845e2101704c,PG,10-K,EX-99.1,exhibit,2025-08-04,271,41,0.745,5.59,0.0,0,0,False,False,False,False,True,True,False,False,False,
33491476c706175d,PG,8-K,8-K,primary,2025-07-29,3883,717,0.636,4.36,0.0384,5,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
004e07131da5795c,PG,8-K,EX-99.1,exhibit,2025-07-29,28492,4468,0.741,5.37,0.007,0,0,False,False,False,False,False,False,False,False,False,
662a2fb763dbc283,PG,8-K,8-K,primary,2025-07-29,3841,735,0.609,4.18,0.0359,8,0,False,False,False,False,False,False,False,False,False,
92b534ceffe21a38,PG,8-K,EX-99.1,exhibit,2025-07-29,50316,10178,0.575,3.72,0.0112,21,0,False,False,False,False,False,False,False,False,False,
712e3dfe14efbc33,PG,8-K,8-K,primary,2025-07-28,7806,1381,0.674,4.58,0.0219,13,0,False,False,False,False,False,False,False,False,False,
3e4c7e43c3219b61,PG,8-K,EX-99.1 CHARTER,exhibit,2025-07-28,9773,1398,0.801,5.98,0.027,1,0,False,False,False,False,False,False,False,False,False,
c13a01e27b671d68,PG,8-K,8-K,primary,2025-07-08,4497,889,0.59,3.95,0.0388,13,0,False,False,False,False,False,False,False,False,False,
642645b57642ce50,PG,8-K,EX-99.1 CHARTER,exhibit,2025-07-08,1671,267,0.719,5.21,0.0876,1,0,False,False,False,False,False,False,False,False,True,
7e00fd62af8d6e90,PG,8-K,8-K,primary,2025-06-09,5126,947,0.632,4.32,0.0301,11,0,False,False,False,False,False,False,False,False,False,
b3a0d21093fc25df,PG,8-K,EX-99.1,exhibit,2025-06-09,2949,430,0.776,5.81,0.0369,1,0,False,False,False,False,False,False,False,False,False,
b601cdbb83904d5c,PG,8-K,8-K,primary,2025-06-05,10791,1708,0.733,5.27,0.0167,11,0,False,False,False,False,False,False,False,False,False,
3fb2cbdbc4fbb9c6,PG,8-K,EX-99.1 CHARTER,exhibit,2025-06-05,26786,4248,0.725,5.26,0.0097,16,0,False,False,False,False,False,False,False,False,False,
e1511740e740cfde,PG,8-K,8-K,primary,2025-05-01,5016,956,0.604,4.15,0.0296,11,0,False,False,False,False,False,False,False,False,False,
02e2c315acd574b8,PG,10-Q,10-Q,primary,2025-04-24,144370,27304,0.636,4.12,0.0072,52,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
5f1e61b7eb2efe2b,PG,8-K,8-K,primary,2025-04-24,4277,826,0.596,4.07,0.0391,11,0,False,False,False,False,False,False,False,False,False,
3216580d10b750ee,PG,8-K,EX-99.1 CHARTER,exhibit,2025-04-24,22691,3775,0.72,4.97,0.0036,17,0,False,False,False,False,False,False,False,False,False,
694c7f291a3ab013,PG,8-K,8-K,primary,2025-04-24,3928,757,0.606,4.14,0.0353,8,0,False,False,False,False,False,False,False,False,False,
8988937cacac964e,PG,8-K,EX-99.1,exhibit,2025-04-24,35905,6731,0.634,4.18,0.0116,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
8a03e526d6278449,PG,8-K,8-K,primary,2025-04-08,4548,901,0.587,3.94,0.0385,13,0,False,False,False,False,False,False,False,False,False,
117a0af0d6b0e10e,PG,8-K,EX-99.1 CHARTER,exhibit,2025-04-08,1750,277,0.727,5.27,0.084,1,0,False,False,False,False,False,False,False,False,True,
ff6a04560cb51d3f,PG,10-Q,10-Q,primary,2025-01-22,146167,27621,0.637,4.12,0.0068,53,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:10
b858f493f1593136,PG,8-K,8-K,primary,2025-01-22,4288,826,0.597,4.08,0.0391,11,0,False,False,False,False,False,False,False,False,False,
911eeb89b090be7d,PG,8-K,EX-99.1 CHARTER,exhibit,2025-01-22,27098,4757,0.686,4.63,0.0074,21,0,False,False,False,False,False,False,False,False,False,
dfd9398936c43964,PG,8-K,8-K,primary,2025-01-22,3939,757,0.607,4.16,0.0353,8,0,False,False,False,False,False,False,False,False,False,
c5c50721f091e001,PG,8-K,EX-99.1,exhibit,2025-01-22,37180,7010,0.632,4.14,0.0112,16,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
2a7810b5af961b8b,PG,8-K,8-K,primary,2025-01-14,4571,901,0.588,3.97,0.0385,13,0,False,False,False,False,False,False,False,False,False,
0941328b309ad9a8,PG,8-K,EX-99,exhibit,2025-01-14,1650,255,0.729,5.41,0.0884,0,0,False,False,False,False,False,False,False,False,True,
3183e9cffd07dde3,PG,8-K,8-K,primary,2024-10-24,5160,979,0.603,4.17,0.029,10,0,False,False,False,False,False,False,False,False,False,
28b227f21abffbd7,PG,10-Q,10-Q,primary,2024-10-18,112598,20437,0.666,4.36,0.0077,46,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
18471470a197d363,PG,8-K,8-K,primary,2024-10-18,4377,850,0.59,4.04,0.0385,11,0,False,False,False,False,False,False,False,False,False,
a898ed97b4627c62,PG,8-K,EX-99.1 CHARTER,exhibit,2024-10-18,28472,4498,0.749,5.3,0.0044,16,0,False,False,False,False,False,False,False,False,False,
45abaecabdc6124a,PG,8-K,8-K,primary,2024-10-18,4023,777,0.602,4.13,0.0348,8,0,False,False,False,False,False,False,False,False,False,
8610fef190f0ffbf,PG,8-K,EX-99.1,exhibit,2024-10-18,38489,7210,0.634,4.17,0.0113,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
919ffe44a0b3a924,PG,8-K,8-K,primary,2024-10-10,5953,1117,0.505,4.24,0.0399,12,0,False,False,False,False,False,False,False,False,False,
1da4aa391e1ac044,PG,8-K,8-K,primary,2024-10-08,4661,925,0.583,3.93,0.038,13,0,False,False,False,False,False,False,False,False,False,
65e8eb4458a13641,PG,8-K,EX-99.1,exhibit,2024-10-08,2214,342,0.735,5.43,0.1003,1,0,False,False,False,False,False,False,False,False,True,
d79de601d5bbede7,PG,10-K,10-K,primary,2024-08-05,330425,57346,0.699,4.65,0.0108,84,21,False,False,False,False,False,False,False,False,False,
5331fda113af17d9,PG,10-K,EX-99.1,exhibit,2024-08-05,271,41,0.745,5.59,0.0,0,0,False,False,False,False,True,True,False,False,False,
caf16ba2d31c0cd4,PG,8-K,8-K,primary,2024-07-30,4460,884,0.578,3.93,0.0385,13,0,False,False,False,False,False,False,False,False,False,
5029dd12d21ab98f,PG,8-K,EX-99.1 CHARTER,exhibit,2024-07-30,30936,5358,0.692,4.72,0.0065,27,0,False,False,False,False,False,False,False,False,False,
2ef587e521c38445,PG,8-K,8-K,primary,2024-07-30,3963,765,0.601,4.13,0.0351,8,0,False,False,False,False,False,False,False,False,False,
d8af9b9301c3130f,PG,8-K,EX-99.1,exhibit,2024-07-30,50239,10065,0.581,3.77,0.0119,21,0,False,False,False,False,False,False,False,False,False,
2dae5d937a49931f,PG,8-K,8-K,primary,2024-07-09,4639,925,0.581,3.9,0.038,13,0,False,False,False,False,False,False,False,False,False,
6417bc4d4e178599,PG,8-K,EX-99.1 CHARTER,exhibit,2024-07-09,1657,263,0.721,5.25,0.0884,1,0,False,False,False,False,False,False,False,False,True,
94642a0cc173477f,PG,8-K,8-K,primary,2024-04-29,5041,962,0.602,4.15,0.0326,12,0,False,False,False,False,False,False,False,False,False,
c7c92806803eb4e3,PG,10-Q,10-Q,primary,2024-04-19,147749,27902,0.64,4.13,0.0072,51,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:15
b67e42fe14e7370f,PG,8-K,8-K,primary,2024-04-19,4267,824,0.596,4.07,0.0393,11,0,False,False,False,False,False,False,False,False,False,
532378582e6f1387,PG,8-K,EX-99.1 CHARTER,exhibit,2024-04-19,11657,2221,0.647,4.18,0.003,17,0,False,False,False,False,False,False,False,False,False,
83c0af96501ebb9e,PG,8-K,8-K,primary,2024-04-19,3920,755,0.606,4.15,0.0355,8,0,False,False,False,False,False,False,False,False,False,
61e14e6f06c65160,PG,8-K,EX-99.1,exhibit,2024-04-19,37397,7378,0.607,3.87,0.0121,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
98fc659a181696e1,PG,8-K,8-K,primary,2024-04-09,3915,746,0.605,4.14,0.0373,8,0,False,False,False,False,False,False,False,False,False,
210a7242dc216f82,PG,8-K,8-K,primary,2024-04-09,4501,890,0.588,3.95,0.0388,12,0,False,False,False,False,False,False,False,False,False,
eb9ae724a3b0ba0a,PG,8-K,EX-99.1 CHARTER,exhibit,2024-04-09,1784,286,0.721,5.18,0.0892,1,0,False,False,False,False,False,False,False,False,True,
25e55dd6941936a7,PG,8-K,8-K,primary,2024-01-29,5015,949,0.607,4.19,0.0327,11,0,False,False,False,False,False,False,False,False,False,
210ea3bcbeea2ce0,PG,10-Q,10-Q,primary,2024-01-23,148410,27962,0.641,4.14,0.0078,52,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:10
b15ecb8854b6ca43,PG,8-K,8-K,primary,2024-01-23,4278,824,0.597,4.08,0.0393,11,0,False,False,False,False,False,False,False,False,False,
3832e0d7af3939d8,PG,8-K,EX-99.1 CHARTER,exhibit,2024-01-23,12044,2353,0.629,4.04,0.0029,16,0,False,False,False,False,False,False,False,False,False,
f4f84934f24ceb83,PG,8-K,8-K,primary,2024-01-23,3931,755,0.607,4.16,0.0355,8,0,False,False,False,False,False,False,False,False,False,
fbcb4840d9c71772,PG,8-K,EX-99.1,exhibit,2024-01-23,39722,7701,0.618,3.97,0.0112,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:6
a801c32571755073,PG,8-K,8-K,primary,2024-01-09,4520,890,0.59,3.97,0.0388,12,0,False,False,False,False,False,False,False,False,False,
13d66eed421424bb,PG,8-K,EX-99.1 CHARTER,exhibit,2024-01-09,1654,255,0.73,5.43,0.0884,0,0,False,False,False,False,False,False,False,False,True,
2493f89156593c96,PG,8-K,8-K,primary,2023-12-13,5241,960,0.632,4.36,0.0299,11,0,False,False,False,False,False,False,False,False,False,
88618ffd5eb88def,PG,8-K,EX-99.1 CHARTER,exhibit,2023-12-13,2434,379,0.75,5.39,0.0696,3,0,False,False,False,False,False,False,False,False,True,
fddae1b8f0995373,PG,8-K,8-K,primary,2023-12-05,11648,1809,0.746,5.39,0.0146,8,0,False,False,False,False,False,False,False,False,False,
910046a04ad28180,PG,8-K,8-K,primary,2023-11-01,5000,951,0.608,4.16,0.0326,11,0,False,False,False,False,False,False,False,False,False,
bc7a34e6507db2f4,PG,10-Q,10-Q,primary,2023-10-18,104763,18992,0.67,4.38,0.0078,44,9,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
18f1cdc0f2f0bdba,PG,8-K,8-K,primary,2023-10-18,4318,834,0.593,4.07,0.0391,11,0,False,False,False,False,False,False,False,False,False,
e7b61cf559c29dd7,PG,8-K,EX-99.1 CHARTER,exhibit,2023-10-18,9953,1861,0.662,4.28,0.0068,14,0,False,False,False,False,False,False,False,False,False,
383d4d55d346a15b,PG,8-K,8-K,primary,2023-10-18,3974,765,0.604,4.15,0.0352,8,0,False,False,False,False,False,False,False,False,False,
6cbfee8acb86d3cb,PG,8-K,EX-99.1,exhibit,2023-10-18,32275,5975,0.645,4.27,0.0138,15,0,False,False,False,False,False,False,False,False,False,info:page_artifacts_dropped:5
e282ae1f3b740e5e,PG,8-K,8-K,primary,2023-10-13,7195,1326,0.526,4.35,0.0342,15,0,False,False,False,False,False,False,False,False,False,
87fedfe3d9f49a72,PG,8-K,8-K,primary,2023-10-10,5009,965,0.606,4.09,0.0329,12,0,False,False,False,False,False,False,False,False,False,
