ticker,source_category,section_name,ai_relevance,evidence_span
NVDA,sec_filing,financial_statements,none,"This document contains no mention of artificial intelligence. It discusses derivative litigation regarding allegedly false and misleading statements related to channel inventory and cryptocurrency mining impact on GPU demand, but makes no reference to AI as a topic or factor."
NVDA,sec_filing,financial_statements,incidental,"This document contains no mention of AI. The litigation described concerns GPU demand related to cryptocurrency mining and channel inventory issues, neither of which are framed as AI-related. The remaining content covers accounting for loss contingencies and income tax expense—standard SEC filing disclosures with no AI component."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing and networking platforms and AI solutions and software, and automotive platforms and autonomous and electric vehicle solutions including software."
NVDA,sec_filing,financial_statements,incidental,"We refer to customers who purchase products directly from NVIDIA as direct customers, such as AIBs, distributors, ODMs, OEMs, CSPs, AI model makers, and system integrators."
NVDA,sec_filing,mdna,incidental,We estimate that one AI research and deployment company contributed to a meaningful amount of our revenue by purchasing cloud services from our customers in the first quarter of fiscal year 2027.
NVDA,sec_filing,risk_factors,incidental,"Some of our customers are developing their own ASICs and other products, including designs optimized for certain workloads that may not require all of the features and functionality our data center systems provide. Others may offer cloud-based services that compete with our AI cloud service offerings"
NVDA,sec_filing,,incidental,NVIDIA (NASDAQ: NVDA) is the world leader in AI and accelerated computing.
NVDA,sec_filing,,incidental,statements with respect to AI and related industries; and other statements that are not historical facts are forward-looking statements
NVDA,sec_filing,,incidental,expectations with respect to AI and related industries
NVDA,sec_filing,business,incidental,"Compliance with existing or future governmental regulations, including, but not limited to, those pertaining to IP ownership and infringement, taxes, import and export requirements and tariffs, anti-corruption, business acquisitions, foreign exchange controls and cash repatriation restrictions, data privacy requirements, competition and antitrust, advertising, employment, product regulations, cybersecurity, environmental, health and safety requirements, the responsible use of AI, climate change, cryptocurrency, and consumer laws"
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI, may result in reputational or financial harm and liability."
NVDA,sec_filing,risk_factors,incidental,"some actors are using AI technology to launch more automated, targeted and coordinated attacks"
NVDA,sec_filing,risk_factors,incidental,"data privacy requirements; competition and antitrust; advertising; employment; product regulations; cybersecurity; environmental, health, and safety requirements; the responsible use of AI; sustainability; cryptocurrency; and consumer laws"
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI in our offerings, may result in reputational or financial harm and liability."
NVDA,sec_filing,risk_factors,incidental,including for use in AI
NVDA,sec_filing,risk_factors,incidental,several states and localities have enacted measures related to the use of AI and machine learning in products and services
NVDA,sec_filing,risk_factors,none,AI is not mentioned anywhere in this document excerpt.
NVDA,sec_filing,mdna,incidental,We estimate that one AI research and deployment company contributed to a meaningful amount of our revenue purchasing cloud services from our customers in fiscal year 2026.
NVDA,sec_filing,exhibits,incidental,"This is a balance sheet components note from an SEC filing containing accounting details about non-marketable equity securities, accounts receivable, inventory provisions, property and equipment depreciation, and deferred revenue. AI is not mentioned anywhere in the document."
NVDA,sec_filing,exhibits,none,"The document contains no mention of artificial intelligence or AI-related matters. It is a litigation disclosure concerning a securities class action lawsuit alleging misstatements regarding channel inventory and cryptocurrency mining GPU demand, which are unrelated to AI technology or its impact on NVIDIA's business."
NVDA,sec_filing,exhibits,none,This document contains no mention of AI. It discusses litigation matters concerning alleged misstatements related to channel inventory and cryptocurrency mining impact on GPU demand—matters unrelated to artificial intelligence or AI technology.
NVDA,sec_filing,exhibits,none,"This document excerpt contains only legal proceedings disclosures and income tax accounting matters with no mention of AI, artificial intelligence, or any AI-related business implications."
NVDA,sec_filing,exhibits,incidental,"The Compute & Networking segment includes our Data Center accelerated computing and networking platforms and AI solutions and software, and Automotive platforms and autonomous and electric vehicle solutions including software."
NVDA,sec_filing,exhibits,incidental,segment includes our Data Center accelerated computing and networking platforms and AI solutions and software
NVDA,sec_filing,exhibits,incidental,higher U.S.-based Compute & Networking segment demand
NVDA,sec_filing,,incidental,NVIDIA (NASDAQ: NVDA) is the world leader in AI and accelerated computing.
NVDA,sec_filing,,incidental,expectations with respect to AI and related industries
NVDA,sec_filing,financial_statements,none,This document discusses a securities class action lawsuit concerning alleged misstatements about channel inventory and cryptocurrency mining's impact on GPU demand between 2017-2018. AI is not mentioned anywhere in the text.
NVDA,sec_filing,financial_statements,none,"This document contains no mention of AI whatsoever. It is purely a legal disclosure regarding derivative and securities litigation concerning allegations of false statements about channel inventory and cryptocurrency mining's impact on GPU demand. While these lawsuits relate to NVIDIA's GPU business, they do not reference or discuss artificial intelligence in any form."
NVDA,sec_filing,financial_statements,none,"This document contains only legal proceedings disclosures and shareholder equity information. While one lawsuit mentions ""cryptocurrency mining on GPU demand,"" the document does not discuss AI in relation to NVIDIA's business, products, revenue, costs, or competitive position. The AI mention is incidental to a historical legal matter and not substantive to current business operations."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing platforms and artificial intelligence, or AI, solutions and software"
NVDA,sec_filing,mdna,incidental,We estimate that one AI research and deployment company contributed to a meaningful amount of our revenue purchasing cloud services from our customers in the third quarter of fiscal year 2026.
NVDA,sec_filing,,incidental,NVIDIA (NASDAQ: NVDA) is the world leader in AI and accelerated computing.
NVDA,sec_filing,,incidental,"expectations with respect to growth, performance and benefits of our products, services, and technologies, including Blackwell, and related trends and drivers; expectations with respect to supply and demand for our products, services, and technologies, including Blackwell"
NVDA,sec_filing,financial_statements,none,"This document contains no mention of artificial intelligence or AI-related matters. The excerpt covers debt instruments, commercial paper programs, commitments for component purchases, warranty liabilities, and litigation disclosures—all standard financial and legal disclosures unrelated to AI."
NVDA,sec_filing,financial_statements,incidental,"The document contains no mention of AI. The reference to ""GPU demand"" and ""cryptocurrency mining"" relates to NVIDIA's historical GPU business applications, but AI is not discussed or referenced in this legal filing regarding derivative litigation."
NVDA,sec_filing,financial_statements,incidental,"The document contains no mention of AI. It discusses litigation matters (breach of fiduciary duty, insider trading claims related to channel inventory and cryptocurrency mining GPU demand) and capital return programs (share repurchases and stock buyback authorizations)."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing platforms and artificial intelligence, or AI, solutions and software"
NVDA,sec_filing,mdna,incidental,"We estimate that in the second quarter and first half of fiscal year 2026, an AI research and deployment company contributed to a meaningful amount of our revenue, through various direct and indirect customers."
NVDA,sec_filing,,incidental,expectations with respect to AI and related industries
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI. It is entirely focused on litigation details concerning securities class action and derivative lawsuits related to channel inventory and cryptocurrency mining GPU demand from 2017-2018.
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI whatsoever. It is exclusively a disclosure of pending derivative litigation relating to alleged misstatements about channel inventory and cryptocurrency mining GPU demand. AI is not discussed or referenced in any way.
NVDA,sec_filing,financial_statements,none,"This document excerpt contains only legal contingencies, accounting disclosures, capital return programs, and shareholder equity information. AI is not mentioned or discussed in any way."
NVDA,sec_filing,risk_factors,incidental,our customers' ability to invest in AI infrastructure
NVDA,sec_filing,risk_factors,incidental,the responsible use of AI
NVDA,sec_filing,,incidental,expectations with respect to AI and related industries
NVDA,sec_filing,business,incidental,"Compliance with existing or future governmental regulations, including, but not limited to, those pertaining to IP ownership and infringement, taxes, import and export requirements and tariffs, anti-corruption, business acquisitions, foreign exchange controls and cash repatriation restrictions, data privacy requirements, competition and antitrust, advertising, employment, product regulations, cybersecurity, environmental, health and safety requirements, the responsible use of AI, climate change, cryptocurrency, and consumer laws"
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI, may result in reputational or financial harm and liability."
NVDA,sec_filing,risk_factors,incidental,others may offer cloud-based services that compete with our AI cloud service offerings
NVDA,sec_filing,risk_factors,incidental,"some actors are using AI technology to launch more automated, targeted and coordinated attacks"
NVDA,sec_filing,risk_factors,incidental,including for use in AI
NVDA,sec_filing,risk_factors,none,"This document excerpt contains no mention of AI whatsoever. It discusses tax rate factors, litigation risks, and regulatory proceedings, none of which reference artificial intelligence."
NVDA,sec_filing,exhibits,none,"This document contains no mention of AI, machine learning, or related technologies. It is exclusively a legal disclosure regarding securities litigation related to channel inventory and cryptocurrency mining GPU demand from 2017-2018."
NVDA,sec_filing,exhibits,none,"This document contains no mention of AI whatsoever. It is exclusively about litigation proceedings, derivative lawsuits, and legal matters related to channel inventory and cryptocurrency mining GPU demand—none of which concern AI technology or its impact on NVIDIA's business."
NVDA,sec_filing,exhibits,none,"This document contains only SEC filing boilerplate: legal contingency disclosures, tax accounting details, and deferred tax asset/liability computations. No mention of AI, machine learning, or artificial intelligence appears anywhere in the text."
NVDA,sec_filing,exhibits,incidental,Omniverse Enterprise software for building and operating industrial AI and digital twin applications
NVDA,sec_filing,,incidental,"expectations with respect to growth, performance and benefits of our products, services, and technologies, including Blackwell, and related trends and drivers; expectations with respect to supply and demand for our products, services, and technologies, including Blackwell"
NVDA,sec_filing,financial_statements,none,"This document contains no mention of AI whatsoever. It is a litigation disclosure regarding a securities class action lawsuit centered on channel inventory and cryptocurrency mining GPU demand from 2017-2018, with no connection to AI."
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI whatsoever. It is a legal disclosure regarding derivative litigation concerning alleged misstatements about channel inventory and cryptocurrency mining's impact on GPU demand—matters unrelated to artificial intelligence.
NVDA,sec_filing,financial_statements,incidental,"The document contains no substantive AI content. While it references ""GPU demand"" and ""cryptocurrency mining"" in the context of litigation allegations, these are mentioned only as part of legal claims regarding channel inventory disclosures, not as AI business matters. The remainder addresses legal contingencies and share repurchases, which are unrelated to AI."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing platforms and artificial intelligence, or AI, solutions and software; networking; automotive platforms and autonomous and electric vehicle solutions; Jetson for robotics and other embedded platforms; and DGX Cloud computing services."
NVDA,sec_filing,,none,"This document is a financial results summary containing no mention of AI, artificial intelligence, machine learning, or related technology concepts. The text discusses revenue from GPU products, workstations, and automotive platforms, but does not attribute any business impact to AI specifically."
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI whatsoever. It is a litigation disclosure concerning a securities class action lawsuit related to channel inventory and cryptocurrency mining GPU demand from 2017-2018.
NVDA,sec_filing,financial_statements,none,"This document contains no mention of AI. It discusses derivative lawsuits and litigation proceedings related to cryptocurrency mining GPU demand and channel inventory disclosures. While NVIDIA is an AI-relevant company, this particular SEC filing excerpt concerns legal matters unrelated to artificial intelligence."
NVDA,sec_filing,financial_statements,none,"This document excerpt contains no mention of artificial intelligence, machine learning, or AI-related topics. It exclusively addresses legal proceedings, contingent liabilities, share repurchases, and dividend policy."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing platforms and artificial intelligence, or AI, solutions and software"
NVDA,sec_filing,risk_factors,incidental,"the demand for accelerated computing, AI-related cloud services, or large language models"
NVDA,sec_filing,,incidental,"This is a forward-looking statements disclaimer and risk factors boilerplate. While it mentions NVIDIA's GPU products (Hopper, Blackwell architectures), cloud offerings, and manufacturing, it contains no substantive discussion of AI technology, AI adoption, or AI-related impacts on NVIDIA's business. The mention of ""acceleration for applications"" and the products themselves are product names and standard business language, not actual AI content analysis."
NVDA,sec_filing,financial_statements,none,"This document concerns a securities class action lawsuit alleging false statements about ""channel inventory and the impact of cryptocurrency mining on GPU demand"" — neither of which involves AI. The litigation is unrelated to NVIDIA's AI business or AI technology."
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI. It is entirely devoted to litigation matters regarding alleged misstatements about channel inventory and cryptocurrency mining's impact on GPU demand—topics unrelated to AI technology or its impact on NVIDIA's business.
NVDA,sec_filing,financial_statements,none,"The document contains no mention of AI. It discusses legal proceedings, contingencies, capital return programs, and shareholder equity information. While derivative lawsuits mention ""GPU demand"" and ""cryptocurrency mining,"" these are tangential references unrelated to AI impact on the company's business."
NVDA,sec_filing,business,incidental,"large cloud services companies with internal teams designing hardware and software that incorporate accelerated or AI computing functionality as part of their internal solutions or platforms, such as Alibaba Group, Alphabet Inc., Amazon, Inc., or Amazon, Baidu, Inc., Huawei, and Microsoft Corporation, or Microsoft"
NVDA,sec_filing,business,incidental,responsible use of AI
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI, may result in reputational or financial harm and liability."
NVDA,sec_filing,risk_factors,incidental,"others may offer cloud-based services that compete with our AI cloud service offerings, and we may not be able to establish market share sufficient to achieve the scale necessary to meet our business objectives"
NVDA,sec_filing,risk_factors,incidental,"the demand for accelerated or AI-related cloud services, including our own software and NVIDIA DGX Cloud services"
NVDA,sec_filing,risk_factors,incidental,AI software products we or our partners offer rely on
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI in our offerings, may result in reputational or financial harm and liability."
NVDA,sec_filing,risk_factors,incidental,several states and localities have enacted measures related to the use of artificial intelligence and machine learning in products and services
NVDA,sec_filing,risk_factors,incidental,"Furthermore, the EU AI Act could impose onerous obligations that may disproportionately impact and disadvantage us and require us to change our business practices."
NVDA,sec_filing,risk_factors,none,"This document contains no mention of AI. It discusses litigation risks, indebtedness, and covenant obligations that are standard SEC filing disclosures unrelated to AI."
NVDA,sec_filing,exhibits,none,This document contains only litigation disclosures related to securities class action lawsuits regarding historical channel inventory and cryptocurrency mining disclosures (2017-2018). AI is not mentioned anywhere in the text.
NVDA,sec_filing,exhibits,none,"This document does not mention AI. It discusses litigation matters related to alleged misstatements about channel inventory and cryptocurrency mining's impact on GPU demand, which are not AI-related topics."
NVDA,sec_filing,exhibits,none,"This document contains only legal and tax disclosures with no mention of AI. References to ""GPU demand"" and ""cryptocurrency mining"" relate to historical GPU applications unrelated to AI's current or future impact on NVDA's business."
NVDA,sec_filing,,incidental,ignited the era of modern AI and is fueling industrial digitalization across markets
NVDA,sec_filing,financial_statements,none,This document contains only litigation disclosures regarding a securities class action lawsuit related to channel inventory and cryptocurrency mining GPU demand between 2017-2018. There is no mention of AI whatsoever.
NVDA,sec_filing,financial_statements,none,This document does not contain any mention of AI. It is entirely focused on legal proceedings and derivative litigation against NVIDIA officers and directors regarding alleged false statements about channel inventory and cryptocurrency mining GPU demand.
NVDA,sec_filing,financial_statements,incidental,the dissemination of allegedly false and misleading statements related to channel inventory and the impact of cryptocurrency mining on GPU demand
NVDA,sec_filing,financial_statements,incidental,"automotive artificial intelligence, or AI, Cockpit, autonomous driving development agreements, and autonomous vehicle solutions"
NVDA,sec_filing,risk_factors,incidental,"Issues relating to the responsible use of our technologies, including AI in our offerings, may result in reputational or financial harm and liability."
NVDA,sec_filing,,incidental,"The document contains no mention of AI. References are limited to product architectures (""Ampere GPU architecture products""), general data center revenue growth, and operational matters like employee compensation and geopolitical impacts."
NVDA,sec_filing,financial_statements,none,This document contains no mention of AI. It is a litigation disclosure concerning securities class actions and derivative lawsuits related to statements about channel inventory and cryptocurrency mining impacts on GPU demand during 2017-2018.
NVDA,sec_filing,financial_statements,none,"This document excerpt concerns litigation and legal contingencies related to channel inventory and cryptocurrency mining GPU demand, not AI. No mention of artificial intelligence appears in the text."
NVDA,sec_filing,financial_statements,incidental,"The Compute & Networking segment includes our Data Center accelerated computing platform; networking; automotive artificial intelligence, or AI, Cockpit, autonomous driving development agreements, and autonomous vehicle solutions"
NVDA,sec_filing,financial_statements,none,"This document contains purely structural accounting disclosures about segment reporting, revenue allocation by geography, and customer concentration. It contains no substantive discussion of AI, AI strategies, AI-driven products, or AI's impact on NVDA's business."
NVDA,sec_filing,risk_factors,incidental,"This document does not discuss AI. It addresses cryptocurrency mining usage of GPUs, gray market resales, supply chain risks, and third-party developer dependency—none of which concern artificial intelligence applications or competitive positioning in AI markets."
NVDA,sec_filing,risk_factors,incidental,the responsible use of AI
NVDA,sec_filing,risk_factors,none,"This document does not mention AI, artificial intelligence, machine learning, or any AI-related technology or business practices."
NVDA,sec_filing,financial_statements,none,"This excerpt contains no mention of AI. It discusses historical securities litigation and derivative lawsuits related to channel inventory and cryptocurrency mining GPU demand disclosures from 2017-2018, neither of which involves AI."
NVDA,sec_filing,financial_statements,incidental,"allegedly false, and misleading statements related to channel inventory and the impact of cryptocurrency mining on GPU demand"
NVDA,sec_filing,mdna,incidental,"leveraged its GPU architecture to create platforms for scientific computing, AI, data science, autonomous vehicles, robotics, metaverse and 3D internet applications"
NVDA,sec_filing,risk_factors,incidental,"the demand for accelerated or AI-related cloud services, including our own software and AI cloud service offerings"
NVDA,sec_filing,risk_factors,incidental,"This excerpt contains no mention of AI or artificial intelligence. The document discusses cryptocurrency mining, GPU demand volatility, supply chain risks, and developer ecosystem dependencies—none of which explicitly invoke AI as a factor affecting NVDA's business in this particular passage."
NVDA,sec_filing,risk_factors,incidental,the responsible use of AI
NVDA,sec_filing,,incidental,"NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry. The company's invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited the era of modern AI and is fueling the creation of the industrial metaverse."
NVDA,sec_filing,business,incidental,Learning Institute provides in-person and online training for developers in industries and organizations around the world to build AI and accelerated computing applications that leverage our platforms.
NVDA,sec_filing,business,none,"This document excerpt contains no mention of AI whatsoever. It discusses NVDA's supply chain, manufacturing relationships, and semiconductor sourcing practices, but contains no reference to artificial intelligence or AI-related business activities."
NVDA,sec_filing,business,incidental,"Compliance with existing or future governmental regulations, including, but not limited to, those pertaining to IP ownership and infringement, taxes, import and export requirements and tariffs, anti-corruption, business acquisitions, foreign exchange controls and cash repatriation restrictions, data privacy requirements, competition and antitrust, advertising, employment, product regulations, cybersecurity, environmental, health and safety requirements, the responsible use of AI, climate change, cryptocurrency, and consumer laws"
NVDA,sec_filing,risk_factors,incidental,"others may offer cloud-based services that compete with our AI cloud service offerings, and we may not be able to establish market share sufficient to achieve scale necessary to meet our business objectives"
NVDA,sec_filing,risk_factors,incidental,the responsible use of AI
NVDA,sec_filing,risk_factors,incidental,"including for use in AI, even if unfounded, could damage our reputation and adversely affect our operating results"
NVDA,sec_filing,risk_factors,incidental,"a proposed European regulation related to AI that, if adopted, could impose onerous obligations that may disproportionately impact and disadvantage us and require us to change our business practices."
NVDA,sec_filing,risk_factors,none,"This document contains no mention of AI whatsoever. It discusses litigation risks, indebtedness, and corporate governance matters unrelated to artificial intelligence."
NVDA,sec_filing,mdna,incidental,"NVIDIA has leveraged its GPU architecture to create platforms for scientific computing, AI, data science, AV, robotics, metaverse and 3D internet applications."
NVDA,sec_filing,exhibits,none,"This document contains no mention of artificial intelligence, machine learning, or AI-related technologies. It discusses warranty benefits, indemnification provisions, and litigation matters unrelated to AI."
NVDA,sec_filing,exhibits,none,This is a legal disclosure regarding derivative and securities litigation. AI is not mentioned anywhere in this excerpt. The litigation concerns alleged false statements related to channel inventory and cryptocurrency mining's impact on GPU demand—business and legal matters unrelated to AI technology or its impact on NVIDIA.
NVDA,sec_filing,exhibits,incidental,"automotive AI Cockpit, autonomous driving development agreements, and autonomous vehicle solutions; electric vehicle computing platforms; Jetson for robotics and other embedded platforms; and NVIDIA AI Enterprise and other software"
NVDA,sec_filing,,incidental,ignited the era of modern AI and is fueling the creation of the metaverse
PG,sec_filing,risk_factors,incidental,misuse of artificial intelligence (AI) and machine learning technologies
PG,sec_filing,risk_factors,incidental,"including the timely, responsible and effective adoption of emerging technologies such as AI, could compromise our competitive position and adversely impact our financial condition, results of operations or cash flows"
PG,sec_filing,risk_factors,incidental,"privacy, cybersecurity, data protection and data transfers, AI, environmental"
PG,sec_filing,mdna,incidental,"laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment"
PG,sec_filing,mdna,incidental,"These market changes include evolving ways in which consumers are engaging with our brands across social media platforms, streaming services or AI based search... technologies, including AI, offer new capabilities to innovate, produce and market our products and brands."
PG,sec_filing,,incidental,"laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting"
PG,sec_filing,,incidental,"regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment"
PG,sec_filing,,incidental,"regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment"
PG,sec_filing,,incidental,"current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,risk_factors,incidental,"cybersecurity incidents including but not limited to ransomware attacks, misuse of artificial intelligence and machine learning technologies"
PG,sec_filing,risk_factors,incidental,"including the timely, responsible and effective adoption of emerging technologies such as artificial intelligence"
PG,sec_filing,risk_factors,incidental,"laws and regulations involving intellectual property, product liability, product composition or formulation, manufacturing processes, packaging content or corporate responsibility for packaging and product disposal, marketing, antitrust and competition, privacy, cybersecurity, data protection and data transfers, artificial intelligence, environmental"
PG,sec_filing,mdna,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"including, without limitation, those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting"
PG,sec_filing,,incidental,"those laws, regulations, policies and related interpretations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity, data protection and data transfers, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting"
PG,sec_filing,,incidental,"including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment"
PG,sec_filing,,incidental,"to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"managing current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,mdna,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,,incidental,"manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
